"Country","Status","PR.Rating","CL.Rating","A1","A2","A3","A.Aggr","B1","B2","B3","B4","B.Aggr","C1","C2","C3","C.Aggr","Add.A","Add.B","PR.Aggr","D1","D2","D3","D4","D.Aggr","E1","E2","E3","E.Aggr","F1","F2","F3","F4","F.Aggr","G1","G2","G3","G4","G.Aggr","CL.Aggr","Total.Aggr","Year","Region","FSI_Total","FSI_Demographic.Pressures","FSI_Refugees.and.IDPs","FSI_Group.Grievance","FSI_Human.Flight","FSI_Uneven.Development","FSI_Poverty.and.Economic.Decline","FSI_Legitimacy.of.the.State","FSI_Public.Services","FSI_Human.Rights","FSI_Security.Apparatus","FSI_Factionalized.Elites","PTS_A","PTS_H","PTS_S","UN_hdi","UN_gdi","UN_gii","UN_iie","UN_iii","UN_iile","UN_imr","UN_ynis","UN_yu","TI_Corruption_Perception_Index","Ease.of.doing.business.index..1.most.business.friendly.regulations.","Fuel.exports....of.merchandise.exports.","GDP.at.market.prices..constant.2010.US..","GDP.growth..annual...","GDP.per.capita..constant.2010.US..","GDP..PPP..constant.2011.international...","Income.share.held.by.fourth.20.","Income.share.held.by.highest.10.","Income.share.held.by.highest.20.","Income.share.held.by.lowest.10.","Income.share.held.by.lowest.20.","Income.share.held.by.second.20.","Income.share.held.by.third.20.","Internally.displaced.persons..number..high.estimate.","Internally.displaced.persons..number..low.estimate.","Labor.force.participation.rate.for.ages.15.24..total......modeled.ILO.estimate.","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Labor.force.participation.rate..total....of.total.population.ages.15....modeled.ILO.estimate.","Labor.force.participation.rate..total....of.total.population.ages.15....national.estimate.","Labor.force..female....of.total.labor.force.","Labor.force..total","Life.expectancy.at.birth..total..years.","Lifetime.risk.of.maternal.death....","Literacy.rate..adult.female....of.females.ages.15.and.above.","Literacy.rate..adult.male....of.males.ages.15.and.above.","Military.expenditure....of.GDP.","Mineral.rents....of.GDP.","Mobile.cellular.subscriptions..per.100.people.","Mortality.rate..under.5..per.1.000.live.births.","Net.bilateral.aid.flows.from.DAC.donors..Total..current.US..","Population.density..people.per.sq..km.of.land.area.","Population.growth..annual...","Population..total","Rural.population....of.total.population."
"Libya","PF",4,5,3,3,3,9,3,3,1,2,9,1,0,2,3,0,0,21,2,1,2,3,8,2,3,0,5,1,0,0,0,1,1,2,2,1,6,20,41,2014,"Middle East and North Africa",87.8,5.7,5.7,7.5,5.5,6.4,6.1,8.5,7.4,8.7,9.2,8.1,5,4,4,0.719,0.952,"0.16899999999999998",NA,NA,NA,11.9,"","","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.70000076","0","52.79999924","0","28.36473531","2324217","71.71612195","0.02399726","85.26959991","96.79473877","0","0","161.1206099","13.9","140200000","3.557170624","-0.111824622","6258984","21.641"
"Libya","NF",6,6,1,2,2,5,2,0,0,1,3,0,0,0,0,0,0,8,1,1,2,2,6,1,2,0,3,1,0,0,0,1,0,2,2,1,5,15,23,2015,"Middle East and North Africa",95.3,5.4,7.4,7.8,6.4,6.1,8,9.8,7.5,9,9.3,9.1,5,3,5,0.716,0.95,"0.16699999999999998",NA,NA,NA,11.4,"","","16","188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.024076291","85.81128693","96.99825287","0","0","157.0029191","13.4","0","3.568226923","0.310335181","6278438","21.446"
"Libya","NF",6,6,1,1,2,4,1,0,0,1,2,0,0,0,0,0,0,6,1,1,2,2,6,1,2,0,3,1,0,0,0,1,0,1,2,1,4,14,20,2016,"Middle East and North Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Libya","NF",7,6,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,3,1,1,1,1,4,1,1,0,2,0,0,0,0,0,0,1,2,1,4,10,13,2017,"Middle East and North Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,3,4,15,59,99,2006,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","8.644969847","0","0","0","0","0","0","0","0","0","0","0","0","53.09999847","0","63.09999847","0","0","80.94878049","0","0","0","0","0","82.09146968","0","0","219.63125","0.825801558","35141","85.316"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2007,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","3.325962956","0","0","0","0","0","0","0","0","0","0","0","0","54","0","63.90000153","0","0","81.29512195","0","0","0","0","0","90.66783732","0","0","221.44375","0.82186032","35431","85.371"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2008,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","1.798087686","0","0","0","0","0","0","0","0","0","0","0","0","52.59999847","0","62.29999924","0","0","82.68292683","0","0","0","0","0","95.55393176","0","0","223.25625","0.815160799","35721","85.426"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2009,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","-1.157481822","0","0","0","0","0","0","0","0","0","0","0","0","52.09999847","0","61.79999924","0","0","81.5","0","0","0","0","0","97.62628657","0","0","225.025","0.789129226","36004","85.481"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2010,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904,NA,"",NA,NA,NA,NA,"","",NA,"0","0","5082366478","0","140102.7257","0","0","0","0","0","0","0","0","0","0","0","50.40000153","0","61.59999847","0","0","81.84146341","0","0","0","0","0","98.28349945","0","0","226.725","0.752632219","36276","85.536"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2011,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53.70000076","0","63.09999847","0","0","81.79268293","0","0","0","0","0","101.5994284","0","0","228.35625","0.716908019","36537","85.59"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98,2012,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","0","62.5","0","0","82.38292683","0","0","0","0","0","98.42863378","0","0","229.94375","0.692780427","36791","85.635"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98,2013,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.20000076","0","61.90000153","0","0","82.26097561","0","0","0","0","0","104.0677048","0","0","231.5","0.674515973","37040","85.67"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98,2014,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.911,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.26097561","0","0","0","0","0","109.2971985","0","0","233.0375","0.66195113","37286","85.695"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98,2015,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.912,NA,"",NA,NA,NA,NA,"","",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.8145004","0","0","234.56875","0.654933707","37531","85.711"
"Liechtenstein","F",1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,98,2016,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liechtenstein","F",2,1,2,4,4,10,4,3,3,3,13,2,4,4,10,0,0,33,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,4,16,58,91,2017,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania","F",1,1,4,4,4,12,4,4,3,4,15,4,2,3,9,0,0,36,4,4,4,4,16,4,4,3,11,4,3,3,4,14,4,3,3,3,13,54,90,2006,"Europe",49.7,5.7,3.5,3.5,5.5,6.1,4.5,4.1,4.1,3.7,2,3,1,NA,2,0.812,NA,"",NA,NA,NA,NA,"","","4.8","0","23.52785459","37617887785","7.406444355","11504.26137","66087533714","22.09","26.79","41.98","2.33","6.9","12.53","16.5","0","0","26.60000038","26.29999924","56.09999847","55.29999924","49.44028927","1534900","71.05609756","0.016035266","0","0","1.163932121","0","145.6770199","9.5","0","52.1682993","-1.596378318","3269909","33.294"
"Lithuania","F",1,1,4,4,4,12,4,4,3,4,15,4,2,3,9,0,0,36,4,4,4,4,16,4,4,3,11,4,3,3,4,14,4,3,3,3,13,54,90,2007,"Europe",49,5.4,3.4,3.5,5.4,6.2,4.5,4.2,3.7,3.7,2,3,1,NA,1,0.82,NA,"",NA,NA,NA,NA,"","","4.8","0","13.35549661","41788565845","11.08695439","12932.45549","73414628433","22.36","26.77","41.86","2.41","6.85","12.48","16.45","0","0","27.60000038","27.10000038","56.59999847","55.5","49.45775872","1539075","70.9","0.015973682","0","0","1.112478533","0","153.9793573","8.8","0","51.55223357","-1.187947957","3231294","33.223"
"Lithuania","F",1,1,4,4,4,12,4,4,3,4,15,4,2,3,9,0,0,36,4,4,4,4,16,4,4,3,11,4,3,3,4,14,4,3,3,3,13,54,90,2008,"Europe",48.7,4.9,3.1,3.9,5.4,6.2,4.5,4.4,3.5,3.5,2,3,1,NA,1,0.825,NA,"",NA,NA,NA,NA,"","","4.6","0","24.86017144","42886801934","2.628077961","13409.53857","75344022102","22.11","27.65","42.86","2.24","6.59","12.19","16.25","0","0","31","30","57.09999847","55.79999924","49.57713198","1544690","71.81219512","0.014959025","0","0","1.130355158","0","159.7881851","8.1","0","51.02881532","-1.028483175","3198231","33.152"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,4,14,4,3,3,3,13,54,91,2009,"Europe",48,4.5,2.8,4.2,5.2,6.2,4.7,4.1,3.4,3.5,2.1,3,1,NA,2,0.824,NA,"",NA,NA,NA,NA,"","","4.9","0","21.3705007","36533481055","-14.81416332","11550.56949","64182435619","22.73","27.65","43.49","1.74","5.6","11.75","16.42","0","0","30.79999924","29.29999924","58.29999924","56.5","50.31341829","1566437","72.91463415","0.013144527","0","0","1.081283949","0","159.9465566","7.4","0","50.46535301","-1.110345754","3162916","33.158"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90,2010,"Europe",47.8,4.3,2.9,4,5,6,5.7,3.9,3.2,3.3,2.2,3.2,1,NA,2,0.826,1.042,"0.168",4.3,20.6,20.6,5.6,"13.2","13.2","5.0","0","23.41465249","37132564255","1.639819649","11988.75797","65234911810","23.24","24.83","40.35","2.18","6.4","12.45","17.57","0","0","30.10000038","28.39999962","58.79999924","56.79999924","50.59235676","1552274","73.26829268","0.012902092","0","0","0.878852641","0","159.3953899","6.7","0","49.4181412","-2.09694342","3097282","33.243"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90,2011,"Europe",45.3,4.1,3.2,3.7,4.6,5.7,5.3,3.6,2.9,3.1,2.5,2.8,1,NA,2,0.83,1.038,"0.16899999999999998",4.1,17.5,17.5,5,"11.8","11.8","4.8","0","25.40285746","39377194356","6.044910029","13003.86358","69178303536","22.98","24.57","39.96","2.55","7.02","12.78","17.24","0","0","29.79999924","28.20000076","59.90000153","57.40000153","50.32804723","1549472","73.56341463","0.015038087","99.83323669","99.79418945","0.792068414","0","162.221828","6.1","0","48.31533012","-2.258463899","3028115","33.328"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90,2012,"Europe",44.2,3.8,2.9,4,4.4,5.4,5,3.5,3.1,2.9,2.8,2.8,1,NA,2,0.834,1.035,"0.141",5,20.1,20.1,4.5,"11.2","11.2","54","0","24.61704415","40887547827","3.835604582","13684.95794","71831709716","22.62","26.84","42.02","2.33","6.51","12.24","16.62","0","0","30.60000038","29.29999924","60.59999847","57.70000076","50.48028928","1548650","73.86341463","0.01524506","0","0","0.766997524","0","165.055831","5.6","0","47.67165013","-1.341201988","2987773","33.396"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90,2013,"Europe",43,3.8,2.9,3.7,4.1,5.2,4.5,3.8,3.4,2.9,2.5,3,NA,NA,1,0.841,1.034,"0.135",6.1,18.6,18.6,4,"11.1","11.1","57","0","23.16311547","42336907128","3.544744983","14314.18487","74377960643","0","0","0","0","0","0","0","0","0","32.29999924","31.5","61","58","50.15144763","1543768","73.91463415","0.014436831","0","0","0.764594461","0","151.3449586","5.3","0","47.19088951","-1.012007368","2957689","33.446"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,2,3,9,0,0,37,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,90,2014,"Europe",43.2,3.6,2.9,4,4,5.3,4.8,3.5,3.7,2.7,2.7,3,1,NA,2,0.846,1.032,"0.128",5.9,17.5,17.5,3.6,"9.9","9.9","58","0","17.68516519","43620761129","3.032469985","14875.61452","76633449975","0","0","0","0","0","0","0","0","0","32.5","34.20000076","61.29999924","58.90000153","50.08827953","1537729","73.96585366","0.015157555","0","0","0.88290155","0","141.8611987","5.2","0","46.80553871","-0.859827343","2932367","33.478"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91,2015,"Europe",43,3.3,2.6,4.3,4.2,5,5,3.2,4,2.4,3,3,1,NA,1,0.848,1.032,"0.121",5.6,19.6,19.6,3.3,"","","61","21","16.45732691","44326017223","1.616789978","15231.26674","77872451914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015863899","99.84133148","99.80136871","1.144822889","0","139.5163805","5.2","0","46.36727853","-0.7588483","2910199","33.492"
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91,2016,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania","F",1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91,2017,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2006,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.877,NA,"",NA,NA,NA,NA,"","","8.6","0","0.764012057","48710198675","5.110594745","103060.4855","42323396012","22.38","24.33","39.45","3.33","8.18","12.88","17.1","0","0","28.10000038","27.79999924","55.40000153","55","43.1531152","213630","79.28780488","0.019855096","0","0","0.589656174","0","152.9357005","3.3","0","182.4853282","1.595051918","472637","12.991"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2007,"Europe",28.1,2.1,1.8,3.7,1.2,2.5,2,3.3,2.6,1.6,2,3,NA,NA,1,0.887,NA,"",NA,NA,NA,NA,"","","8.4","0","0.778729705","52799735099","8.395647185","110001.0523","45876719018","22.2","25.09","39.75","3.26","8.16","12.88","17.02","0","0","26.5","26.5","55.09999847","55.90000153","43.50900872","216346","79.38292683","0.019020704","0","0","0.568458444","0.014175293","143.7137566","3","0","185.3254826","1.544386847","479993","12.591"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2008,"Europe",27.9,2.1,1.8,3.7,1.2,2.5,1.8,3.3,2.6,1.6,2,3,NA,NA,1,0.888,NA,"",NA,NA,NA,NA,"","","8.3","0","0.876227948","52354569536","-0.843120826","107141.2453","45489922845","22.16","25.77","40.78","3.13","7.75","12.62","16.7","0","0","29.39999962","29","55.20000076","56","43.44388286","221198","80.53902439","0.016199776","0","0","0.42925392","0.245784487","145.0821859","2.8","0","188.6679537","1.787496632","488650","12.2"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2009,"Europe",27.6,2.1,1.5,3.2,1.2,2.5,2.2,2.9,2.4,1.5,2,3.6,NA,NA,1,0.884,NA,"",NA,NA,NA,NA,"","","8.2","0","1.255245551","49539470199","-5.376988795","99520.21302","43043934791","22.99","24.24","39.28","3.09","7.76","12.71","17.26","0","0","32.29999924","32.29999924","57.40000153","58.20000076","43.28723024","234836","80.63658537","0.017274993","0","0","0.442525603","0.061412397","144.5446442","2.6","0","192.1942085","1.85177523","497783","11.822"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2010,"Europe",27.3,1.9,1.7,3.2,1.2,2.3,2.8,2.7,2.2,1.3,2.1,3.6,NA,NA,1,0.894,0.975,"0.132",6.2,15.7,15.7,1.9,"5.1","5.1","8.5","0","0.955494137","52351655629","5.676656248","103267.2765","45487391005","22.93","23.81","38.9","3.07","7.89","12.92","17.36","0","0","25.10000038","24.70000076","57","57.70000076","43.4082142","237978","80.63170732","0.0179833","0","0","0.523673547","0.058459218","143.1426406","2.4","0","195.734749","1.825405804","506953","11.453"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2011,"Europe",26.1,1.7,2.1,2.8,1.5,2,2.3,2.5,1.9,1,2.3,3.4,NA,NA,1,0.892,0.972,"0.11199999999999999",6.2,13.5,13.5,1.8,"4.7","4.7","8.5","0","0.845023755","53694834437","2.565685444","103588.5892","46654454375","23.01","24.51","40.01","2.97","7.52","12.38","17.08","0","0","24.89999962","24.89999962","56.79999924","57.59999847","43.87559986","243183","80.98780488","0.017456945","0","0","0.437747499","0.097976005","148.1506658","2.3","0","200.1339768","2.222660503","518347","11.094"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2012,"Europe",25.5,2,2.1,2.8,1.8,1.8,1.8,2.2,1.6,1.3,2.3,3.4,NA,NA,1,0.892,0.971,"0.114",6.3,11.6,11.6,1.6,"5.9","5.9","80","0","0.923744012","53240000000","-0.847072985","100273.8508","46259257095","22.76","26.47","41.86","2.72","7.06","11.81","16.51","0","0","27","26.79999924","57.70000076","58.79999924","44.28613645","253795","81.39268293","0.016720951","0","0","0.424213463","0.104230645","145.3599468","2.1","0","204.9984556","2.4015419","530946","10.753"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100,2013,"Europe",23.3,1.7,1.8,2.8,2.1,1.5,1.5,1.9,1.3,1,2.3,3.4,NA,NA,1,0.892,0.971,"0.08800000000000001",6,13.1,13.1,1.6,"5.0","5.0","80","0","0.923435065","55554172185","4.346679537","102241.9247","48269998757","0","0","0","0","0","0","0","0","0","27.20000076","25.89999962","57.59999847","59.40000153","44.2395321","260057","81.8","0.016362611","0","0","0.418574171","0.066082917","148.6426713","2","0","209.7915058","2.311176253","543360","10.432"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,99,2014,"Europe",24.6,2,1.7,2.8,2.4,1.8,1.8,1.6,1.6,1.3,2.3,3.4,NA,NA,1,0.896,0.971,"0.081",6,13.9,13.9,1.6,"6.3","6.3","82","0","0.814519549","57814834437","4.069293381","103923.8898","50234246622","0","0","0","0","0","0","0","0","0","27.5","26.29999924","57.40000153","60.09999847","44.1967255","266117","82.20731707","0.015963573","0","0","0.430093964","0.035280651","149.4892513","2","0","214.7949807","2.356978705","556319","10.128"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,98,2015,"Europe",22.2,1.7,1.7,3.1,2.1,1.5,1.5,1.3,1.3,1,2,3.4,NA,NA,1,0.898,0.966,"0.075",5.8,15.1,15.1,1.5,"","","81","57","0.492039161","60618410596","4.849233222","106408.5736","52670222398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015479765","0","0","0.524627978","0.045664157","148.5105686","1.9","0","219.9243243","2.372590743","569676","9.84"
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,98,2016,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg","F",1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,98,2017,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia","PF",3,3,3,3,2,8,3,3,2,2,10,3,2,2,7,0,0,25,3,2,3,3,11,2,3,2,7,2,2,2,2,8,3,2,3,2,10,36,61,2006,"Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.709,NA,"",NA,NA,NA,NA,"","","#N/A","0","9.38452382","8133817397","5.137025162","3972.890251","20331051271","21.62","32.18","48.66","1.91","5.23","10","14.5","726","0","35.59999847","35.79999924","54.09999847","54","39.09614938","887182","74.20673171","0.014525742","0","0","1.836536853","3.859152881","60.36108494","13.2","190180000","80.50845458","0.216907521","2047330","42.631"
"Macedonia","PF",3,3,3,2,2,7,3,3,2,2,10,3,2,2,7,0,0,24,3,2,3,3,11,2,3,2,7,2,2,2,2,8,3,2,3,2,10,36,60,2007,"Europe",74.1,5.4,4.7,7.1,7,7.4,5.9,7.3,5.1,5.3,6.1,6.4,3,NA,2,0.714,NA,"",NA,NA,NA,NA,"","","#N/A","0","4.922222509","8660358997","6.473486858","4221.6267","21647179203","0","0","0","0","0","0","0","790","0","35.79999924","35.90000153","54.5","54.5","39.73973918","900635","74.32295122","0.014100663","0","0","1.950070933","7.315048239","85.5869447","12.5","198100000","81.30903686","0.199914333","2051427","42.764"
